repo_name,pr_number
Sage-Bionetworks/BridgePF,992
muzima/muzima-android,216
jitsi/libjitsi,406
resteasy/Resteasy,726
pcgen/pcgen,5071
CorfuDB/CorfuDB,1017
entando/entando-core,772
jMonkeyEngine/jmonkeyengine,224
xwiki/xwiki-platform,54
hibernate/hibernate-search,1473
rzwitserloot/lombok,1627
grpc/grpc-java,4812
neo4j/neo4j,11132
jbake-org/jbake,229
motech/modules,223
SynBioDex/libSBOLj,12
mozilla/MozStumbler,1397
swagger-api/swagger-parser,759
bumptech/glide,2729
AEFeinstein/mtg-familiar,44
wildfly-security/wildfly-elytron,312
GlowstoneMC/Glowstone,966
cinchapi/concourse,40
eclipse/xtext,83
square/spoon,155
floodlight/floodlight,133
spotify/helios,794
CorfuDB/CorfuDB,794
telefonicaid/fiware-cygnus,1007
ModeShape/modeshape,442
researchstudio-sat/webofneeds,2499
DroidPlanner/Tower,561
cauchymop/goblob,84
mozilla-services/android-sync,126
aol/micro-server,368
biojava/biojava,563
deeplearning4j/deeplearning4j,6163
ClemsonRSRG/RESOLVE,219
denimgroup/threadfix,1685
relayrides/pushy,510
apache/struts,301
pgjdbc/pgjdbc,940
enviroCar/enviroCar-server,247
xjdr/xio,217
Netflix/eureka,194
TheLastCrusade/SoundStream,261
siddhi-io/siddhi,850
azkaban/azkaban,1185
rstudio/rstudio,2729
datacleaner/DataCleaner,948
ProjectKorra/ProjectKorra,135
e-ucm/ead,90
muzima/muzima-android,16
mesos/storm,177
GlobalNOC/FlowSpaceFirewall,2
qos-ch/logback,124
digitalgreenorg/dg,795
bonitasoft/bonita-studio,292
broadinstitute/picard,1191
HubSpot/jinjava,277
gwtbootstrap3/gwtbootstrap3,361
kaazing/gateway,820
sonatype/nexus-oss,813
dana-i2cat/opennaas,310
k9mail/k-9,403
neo4j/neo4j-ogm,616
bndtools/bndtools,1747
rundeck/rundeck,3962
jclouds/legacy-jclouds,515
OpenNMS/opennms,1979
HUSACCT/HUSACCT,39
Sable/soot,287
deeplearning4j/nd4j,2356
zanata/zanata-server,1193
researchstudio-sat/webofneeds,2189
haiwen/seadroid,793
UniversalMediaServer/UniversalMediaServer,197
OHDSI/WebAPI,567
igniterealtime/Openfire,241
jbosstools/jbosstools-server,164
andrewphorn/ClassiCube-Client,250
appium/java-client,993
mulesoft/mule-extensions-api,92
waarp/WaarpR66,155
release-engineering/pom-manipulation-ext,452
StevenRS11/DimDoors,2
cgeo/cgeo,7020
biojava/biojava,60
dana-i2cat/opennaas,136
apache/incubator-brooklyn,1013
Esri/arcgis-runtime-samples-java,221
einsteinx2/WaveBox,2
ninetwozero/com.ninetwozero.bf4intel,71
xbmc/Kore,450
JabRef/jabref,3011
OpenNMS/opennms,1562
wtud/TSAP,132
IsmAvatar/LateralGM,179
kamegami13/MonsterHunter4UDatabase,101
crawljax/crawljax,259
veloce/lichobile,574
OpenNMS/opennms,1519
pac4j/pac4j,894
isenseDev/iSENSE-Hardware,201
zeapo/Android-Password-Store,489
eclipse/smarthome,5199
pahimar/Equivalent-Exchange-3,184
steveswinsburg/gradebookNG,204
hawkular/hawkular-metrics,236
azkaban/azkaban,1560
uwescience/myria,796
biojava/biojava,144
embulk/embulk-output-jdbc,88
Qabel/qabel-core,227
getlantern/lantern,2930
infinispan/infinispan,5759
brianfrankcooper/YCSB,32
wiglenet/wigle-wifi-wardriving,126
brooklyncentral/brooklyn,1181
e-ucm/ead,911
biojava/biojava,464
JabRef/jabref,2819
Teiid-Designer/teiid-designer,233
segmentio/analytics-android,453
Graylog2/graylog2-server,3338
BuildCraft/BuildCraft,4299
BaseballCardTracker/bbct,180
dbfit/dbfit,631
wocommunity/wonder,740
ethereum/ethereumj,479
wso2/carbon-deployment,103
Netflix/spectator,464
deeplearning4j/deeplearning4j,6038
OpenHFT/Chronicle-Queue,40
getlantern/lantern,1554
perfectsense/brightspot-cms,770
BroadleafCommerce/BroadleafCommerce,1194
JetBrains/jediterm,52
saros-project/saros,282
MightyPirates/OpenComputers,500
hibernate/hibernate-search,307
IDgis/geo-publisher,30
obiba/mica2,1419
sonatype/nexus,310
brooklyncentral/brooklyn,1189
caelum/vraptor4,763
eclipse/smarthome,5201
CloudSlang/cloud-slang,77
flightstats/hub,197
pgjdbc/pgjdbc,946
AnimeNeko/Atarashii,269
gdg-x/frisbee,384
Dynious/RefinedRelocation,131
Graylog2/graylog2-server,3291
akvo/akvo-flow,2797
sonatype/nexus,288
wso2/carbon-analytics,1288
bndtools/bnd,2386
twilio/twilio-java,83
exo-addons/chat-application,261
debrief/debrief,3851
owncloud/android,1484
igniterealtime/Openfire,1274
pantsbuild/intellij-pants-plugin,249
motech/modules,109
jclouds/legacy-jclouds,1244
AzureAD/azure-activedirectory-library-for-android,24
hazelcast/hazelcast-code-samples,310
psi-probe/psi-probe,575
ikasanEIP/ikasan,471
ProjectKorra/ProjectKorra,158
raulhaag/MiMangaNu,493
DroidPlanner/Tower,871
Catrobat/Catroid,1917
geometer/FBReaderJ,108
google/auto,66
Graylog2/graylog2-server,4319
jenkinsci/tfs-plugin,87
xbmc/Kore,239
rectangle-dbmi/Realtime-Port-Authority,166
eclipse/birt,137
pushtorefresh/storio,147
openmicroscopy/bioformats,2508
SeqWare/seqware,345
spotify/helios,844
apache/karaf,378
dana-i2cat/opennaas,279
azkaban/azkaban,1955
Findwise/Hydra,233
Esri/arcgis-runtime-samples-java,124
AludraTest/aludratest,195
MovingBlocks/Terasology,3588
zenoss/query,39
lobid/lodmill,587
windup/windup,852
rectangle-dbmi/Realtime-Port-Authority,178
FasterXML/jackson-databind,552
MovingBlocks/Terasology,3632
edx/edx-app-android,747
Findwise/Hydra,49
eXist-db/exist,1118
dbfit/dbfit,580
couchbase/couchbase-lite-java-core,566
l0rdn1kk0n/wicket-bootstrap,358
opencog/relex,129
DenizenScript/Denizen-for-Bukkit,615
52North/WPS,25
MightyPirates/OpenComputers,2811
Netflix/Priam,573
cbeust/testng,1337
bonitasoft/bonita-engine,140
brooklyncentral/brooklyn,444
wso2/carbon-analytics,674
MrTJP/ProjectRed,891
telefonicaid/fiware-cygnus,142
daydreaming-experiment/app,48
deeplearning4j/nd4j,1524
winder/Universal-G-Code-Sender,299
atlasapi/atlas,1346
buchen/portfolio,554
hibernate/hibernate-validator,132
researchstudio-sat/webofneeds,1747
LiveRamp/jack,234
AnimeNeko/Atarashii,265
molgenis/molgenis-legacy,58
openMF/mifosx,196
wallabag/android-app,347
apache/cxf,482
wso2/carbon-governance,244
telefonicaid/fiware-paas,188
Netflix/iep,25
stripe/stripe-java,581
getlantern/lantern,4199
haiwen/seadroid,207
eclipse/jetty.project,2177
Crate/crate,7802
azkaban/azkaban,1149
cbeust/jcommander,157
FEMR/femr,91
deeplearning4j/deeplearning4j,5756
treasure-data/td-client-java,66
Catrobat/Catroid,1940
teamed/qulice,677
cbeust/testng,1459
Stratio/crossdata,759
Crate/crate,7814
sonatype/nexus-oss,1250
CeON/CoAnSys,166
gdg-x/frisbee,577
MovingBlocks/Terasology,3520
robworth/patientview,156
datastax/java-driver,203
Crate/crate,7893
BuildCraft/BuildCraft,1569
photo/mobile-android,109
bigbluebutton/bigbluebutton,5698
lenskit/lenskit,465
deegree/deegree3,139
asciidoctor/asciidoctorj,587
OTBProject/OTBProject,309
apache/struts,116
Netflix/ribbon,268
jmxtrans/jmxtrans,735
MovingBlocks/Terasology,2215
gxa/gxa,57
osmandapp/Osmand,1189
eXist-db/exist,2221
intel-cloud/cosbench,205
apache/jena,372
apache/avro,271
hawkular/hawkular-metrics,342
B3Partners/brmo,299
arquillian/arquillian-cube,520
Graylog2/graylog2-server,5500
waarp/WaarpCommon,73
BuildCraft/BuildCraft,567
digitalgreenorg/dg,872
SpectraLogic/ds3,564
eXist-db/exist,2493
IDgis/geo-publisher,195
bitcoinj/bitcoinj,181
caelum/vraptor4,891
ippontech/tatami,354
mybatis/generator,93
neo4j/neo4j,11680
webdetails/cpf,138
mulesoft/mule,6840
ReactiveX/RxJava,4195
jenkinsci/subversion-plugin,10
xbmc/Kore,16
azkaban/azkaban,1450
Stratio/crossdata,766
MovingBlocks/Terasology,2401
researchstudio-sat/webofneeds,918
windup/windup,1124
DroidPlanner/Tower,313
telefonicaid/fiware-sdc,225
strongbox/strongbox,536
deeplearning4j/nd4j,1522
mapzen/open,52
xwiki/xwiki-platform,1006
xbmc/Kore,343
hbz/lobid-organisations,195
Silverpeas/Silverpeas-Core,434
rundeck/rundeck,4453
Crate/crate,8108
the-blue-alliance/the-blue-alliance-android,866
pentaho/pentaho-cassandra-plugin,52
entando/entando-core,738
springfox/springfox,1284
javers/javers,545
bndtools/bnd,2435
HubSpot/Singularity,1150
google/truth,29
robworth/patientview,197
jitsi/jitsi-videobridge,390
shilad/wikibrain,86
scireum/sirius-web,422
